   45  146  245  347  445  547  645  747
   86  183  286  383  486  582  686  782
   14  135  214  335  414  415  535  615  735
  400  536  600  736
   60  180  261  380  461  580  661  779
   28  137  228  337  428  537  628  737
    4  191  205  391  405  591  606  791
   48  184  248  384  448  583  648  783
   24  186  224  386  424  586  624  786
   16  169  216  369  416  569  616  769
   97  175  297  375  497  576  696  776
   39  106  239  306  439  507  639  707
   36  158  236  358  436  558  636  758
   75  164  275  364  475  564  675  764
   98  110  298  310  498  510  698  710
   53  182  253  381  453  581  652  781
    1  174  202  374  402  574  602  773
  200  323  400  523  601  723
   41  181  241  381  441  580  641  780
   27  105  106  227  306  427  506  627  706  707
   64  119  264  319  464  519  663  720
   28  104  228  305  428  505  628  705
   49  155  249  355  449  555  649  755
   27  110  227  310  427  510  627  628  711
   11  125  211  325  412  525  612  725
   30  191  230  391  430  591  630  791
   79  183  279  383  479  583  679  783
   20  124  220  324  420  524  621  724
   92  105  292  306  492  506  691  706
   52  179  252  379  452  579  652  779
   25  102  225  302  425  502  625  626  702
   49  170  249  370  449  569  649  769
   71  183  271  383  471  583  671  783
   34  137  234  337  434  537  634  737
   73  114  273  314  473  514  673  714
    7  153  207  353  407  553  607  753
   10  128  210  328  411  528  611  728
   73  104  273  305  473  505  673  706
   20  141  221  341  421  541  621  741
   18  164  218  364  418  564  619  764
   47  105  247  305  447  505  647  706
   63  190  263  389  463  589  663  789
   78  109  278  309  478  509  678  709
  299  353  499  553  699  752
   69  166  269  366  468  566  668  765
   95  161  295  361  495  561  694  760
   39  199  239  399  439  599  638  799
   65  136  265  336  466  537  666  737
    1  101  201  301  401  501  602  701  702
   87  169  287  368  369  487  568  687  768
   32  154  232  354  432  554  632  754
   11  147  211  347  411  547  611  747
   54  104  254  304  454  505  655  705
   90  176  289  376  489  576  688  689  776
   36  183  236  383  436  583  636  782
   35  180  235  380  435  580  635  780
   26  194  226  394  426  594  626  793  794
   30  171  231  371  431  571  631  771
   24  131  224  331  424  531  625  731
   40  191  192  240  391  440  591  640  790
   76  108  276  308  476  508  676  708
   26  124  227  324  427  524  627  724
  699  756
   26  117  226  227  317  427  517  627  717  718
    3  156  203  356  403  556  603  756
   75  182  275  382  475  581  675  781
   21  189  221  389  421  589  621  789
   34  171  235  370  371  435  570  635  770
  440  500  640  700
   14  199  214  399  414  598  614  798
   33  146  232  346  432  546  632  747
   77  180  277  380  477  580  677  779
    7  197  207  397  407  597  607  796
    6  112  206  313  406  513  606  713
   79  113  279  313  479  513  679  713
   27  157  227  357  427  557  627  757
   49  191  249  390  449  590  649  790
   79  100  279  300  479  500  679  700
   99  112  299  312  498  512  513  698  713
   25  196  226  396  426  595  626  795
   68  186  268  386  468  585  669  785
   13  117  213  317  413  518  614  718
   33  115  233  315  434  515  634  715
   66  163  265  363  465  563  665  763
   73  153  273  353  473  553  673  753
   21  181  221  381  421  581  621  781
   68  177  268  376  468  576  667  776
   68  174  175  268  374  468  574  668  774
   51  110  251  311  451  511  651  712
   91  166  291  365  491  565  690  765
   79  151  279  351  479  551  679  751
   79  190  278  390  478  590  677  790
    8  135  208  335  408  535  608  735
    9  189  210  389  410  589  610  789
   90  108  290  308  489  508  689  708
   27  121  227  321  427  521  627  721
    8  172  209  373  409  573  610  773
    0  158  200  358  400  558  600  759
   18  192  218  392  418  592  618  792
   48  120  248  249  320  449  520  649  720
   34  164  234  364  435  564  635  764
   95  149  295  349  494  549  694  749
   71  188  271  388  471  588  671  788
